amount,wallet_age_days,daily_txn_count,kyc_status,unusual_time,email_valid,device_new,geo_mismatch,network_flag,label
6532,665,5,0,1,0,1,1,1,1
749,936,5,0,1,0,1,0,1,1
61794,32,11,1,1,1,0,1,1,1
8480,694,11,1,1,0,1,1,1,1
1263,1232,10,0,1,0,1,1,1,1
7174,1221,1,0,0,0,1,0,1,1
4280,122,7,0,1,1,1,1,1,1
7397,372,3,1,1,0,0,0,1,1
6308,664,10,0,0,1,1,0,1,1
53823,1221,3,0,1,1,1,0,1,1
53889,444,1,1,1,1,0,1,1,0
23014,2,1,1,0,0,0,1,1,1
767,1053,6,0,0,1,0,0,1,0
5665,295,2,0,1,1,0,0,1,0
980,1210,8,0,1,1,1,1,1,1
1138,96,4,1,0,1,1,1,1,0
1975,290,2,1,0,1,1,0,1,0
2700,463,8,0,1,0,0,1,1,1
110,429,8,1,1,1,1,0,1,0
478,121,3,0,1,0,0,1,1,1
9092,321,12,1,0,0,1,1,1,1
70363,1296,11,0,1,0,1,1,1,1
7881,995,2,0,0,1,1,1,1,1
84499,1112,6,1,0,0,1,1,1,1
7677,533,5,0,0,0,0,0,1,1
9544,1335,6,0,0,0,1,1,1,1
351,998,7,1,1,0,0,1,1,0
99396,771,12,1,1,0,0,1,1,1
7033,815,8,1,0,0,1,1,1,0
8587,1256,3,0,0,1,1,0,1,0
7896,1401,8,0,0,1,1,0,1,0
3313,1396,11,1,1,0,0,0,1,0
3639,640,8,1,0,0,0,1,1,0
40040,414,3,1,0,1,1,0,1,0
56122,799,1,0,1,0,0,0,1,1
7299,681,5,0,0,0,0,0,1,0
3043,1370,6,0,0,0,0,1,1,1
1975,806,3,0,1,1,0,0,1,0
6761,953,11,0,1,0,0,1,1,1
1822,1142,9,1,0,0,0,0,1,0
891,1424,1,0,1,1,0,0,1,1
85115,1086,5,1,0,0,0,0,1,0
92567,174,7,1,0,0,0,0,1,1
5658,941,4,0,1,1,0,0,1,0
3010,1258,8,1,0,1,0,0,1,0
3909,1129,10,0,0,0,1,1,1,1
98874,592,6,1,1,1,1,1,1,1
1572,902,11,0,1,1,0,1,1,1
51667,490,3,0,0,0,0,0,1,1
1500,1366,6,0,1,1,1,1,1,1
3140,1379,1,1,0,0,1,0,1,0
3613,875,6,1,1,1,0,0,1,0
13313,726,8,1,0,0,1,1,1,1
22261,452,5,0,0,1,0,0,1,0
38515,958,3,0,1,1,0,0,1,0
1854,863,4,1,0,0,0,1,1,0
45224,961,9,1,1,1,0,1,1,1
87260,313,8,0,0,1,1,1,1,1
353,1422,10,0,1,1,1,0,1,1
1105,3,12,1,0,1,0,0,1,0
27656,1491,10,1,1,0,1,0,1,1
74791,751,11,1,1,1,0,1,1,1
14860,752,9,0,1,0,1,0,1,1
4950,772,3,0,0,0,1,1,1,1
48483,518,1,0,1,1,0,1,1,1
935,1370,12,0,0,0,1,0,1,1
4542,79,9,1,0,0,1,1,1,1
790,619,2,1,0,0,0,1,1,0
46172,836,6,0,1,1,1,0,1,1
1597,968,9,1,0,1,1,1,1,0
5244,778,8,1,1,0,1,0,1,0
5731,1088,11,0,1,0,0,1,1,1
56374,1237,4,0,1,0,1,0,1,1
2212,152,12,0,1,0,1,1,1,1
31297,678,2,0,0,0,0,1,1,1
54845,756,5,1,1,0,1,1,1,1
69096,662,3,1,1,0,1,0,1,1
748,355,1,1,0,1,1,0,1,0
7258,1278,5,1,1,0,1,0,1,0
2799,879,9,0,1,0,0,1,1,1
5554,1184,2,1,1,1,0,0,1,0
183,298,5,0,1,1,0,0,1,1
5938,610,6,0,0,1,1,1,1,1
2408,1106,10,0,0,1,1,0,1,1
57988,1245,4,0,0,0,0,0,1,1
9358,1036,7,0,0,0,1,1,1,1
64921,977,5,1,1,1,0,0,1,0
7170,112,12,0,1,0,1,0,1,1
1753,1255,10,1,1,1,0,0,1,0
1161,876,1,1,0,1,0,0,1,0
1599,1323,9,1,1,1,1,0,1,1
1203,1221,10,0,0,0,1,1,1,1
1589,863,12,1,1,1,1,0,1,1
3302,177,10,1,1,1,1,0,1,0
4851,754,10,0,0,1,1,1,1,1
3733,1386,6,1,0,0,0,1,1,0
69024,332,1,1,0,0,1,1,1,1
4704,52,11,1,0,1,0,0,1,1
462,887,7,1,1,0,0,1,1,1
23447,1294,12,0,0,0,1,0,1,1
1515,926,4,0,0,1,1,1,1,1
14081,701,2,0,0,1,1,1,1,1
76300,1174,2,0,0,0,0,0,1,1
71932,1136,5,0,1,0,1,1,1,1
7563,657,3,1,1,1,0,1,1,0
1169,54,4,0,0,1,1,1,1,1
38404,1124,12,1,0,1,0,1,1,1
955,844,6,1,1,0,1,0,1,0
29710,702,3,1,1,0,1,0,1,1
58869,639,4,1,1,1,0,0,1,0
1384,771,8,1,1,0,0,0,1,0
83931,447,1,0,0,1,0,0,1,1
80485,1492,3,1,1,0,1,0,1,1
5247,30,11,1,0,1,1,1,1,1
1228,1032,11,0,0,0,0,1,1,1
1635,928,12,0,0,0,1,0,1,1
372,158,7,1,1,1,0,1,1,1
990,1033,3,1,1,1,0,0,1,0
267,1102,8,0,0,0,0,0,1,0
6416,1233,9,1,0,0,1,1,1,1
30751,696,6,0,0,0,1,1,1,1
37505,3,9,0,1,0,1,1,1,1
4849,485,9,0,0,1,0,0,1,0
29864,1306,12,0,1,1,0,0,1,1
85750,69,6,0,0,1,1,1,1,1
973,1171,8,0,0,1,1,1,1,1
669,392,1,1,0,1,0,1,1,0
7687,324,7,1,0,0,1,1,1,0
433,766,5,0,1,0,1,1,1,1
4696,1206,10,0,1,1,0,1,1,1
2667,60,7,0,0,0,0,0,1,0
1392,1455,12,0,1,0,1,1,1,1
14307,143,2,0,1,1,1,0,1,0
98317,1463,7,0,0,0,1,1,1,1
32797,372,2,0,0,1,1,1,1,1
351,1354,5,0,1,1,1,1,1,1
3815,922,5,0,1,0,1,1,1,1
7854,1290,12,1,0,0,0,0,1,0
8213,351,5,1,1,1,0,0,1,0
2649,1098,2,1,0,1,1,0,1,0
54144,930,1,0,1,0,0,1,1,1
7275,363,11,1,1,1,1,0,1,0
2744,419,1,1,1,1,1,1,1,0
5318,85,5,1,0,0,0,0,1,0
54878,672,6,0,1,1,0,0,1,1
1130,577,4,0,1,0,1,1,1,1
999,757,4,1,0,0,0,1,1,1
33168,1057,12,0,0,1,0,0,1,1
9230,772,5,0,1,1,0,0,1,0
98672,528,9,0,1,0,1,1,1,1
32151,381,7,0,1,0,1,0,1,1
982,472,5,1,1,1,0,1,1,0
80762,330,4,0,0,1,1,0,1,1
1329,28,1,0,1,1,0,1,1,1
1503,1493,11,1,0,0,1,1,1,1
60306,1480,2,1,1,0,0,1,1,1
76274,124,9,0,0,1,1,1,1,1
1484,1037,2,1,1,0,0,0,1,0
452,1367,8,1,0,0,1,0,1,1
63183,1410,8,0,0,1,0,0,1,0
61600,2,1,1,1,1,0,1,1,1
1729,1450,7,0,1,0,1,0,1,1
675,1238,8,0,0,1,0,0,1,0
6125,1144,7,1,1,0,0,0,1,0
4994,199,7,0,0,0,0,1,1,1
1829,1208,2,0,0,0,1,0,1,1
7144,923,2,0,1,0,0,0,1,1
55508,24,9,0,0,0,1,1,1,1
49142,1206,3,1,0,0,0,0,1,0
71585,450,9,0,1,1,1,0,1,1
75929,973,4,1,1,0,1,1,1,1
2133,1149,9,0,0,0,0,0,1,1
49614,289,9,0,0,1,1,0,1,1
7714,1080,4,1,0,0,0,0,1,0
5895,999,7,0,0,1,1,0,1,1
1662,154,6,1,1,1,0,0,1,0
190,1075,9,1,1,1,1,0,1,0
3834,1314,9,1,1,1,0,1,1,0
58360,1453,12,0,1,0,0,0,1,1
2182,596,12,0,0,1,1,1,1,1
18022,564,4,0,0,0,0,0,1,0
10991,1298,1,1,1,1,0,1,1,1
1338,672,8,0,1,0,0,0,1,1
26093,870,2,1,0,1,1,1,1,0
652,1006,8,1,0,0,0,0,1,0
2520,1385,10,0,1,0,0,1,1,1
1141,1301,12,0,0,0,0,0,1,1
56378,552,11,1,1,1,0,0,1,0
8898,1297,9,1,1,0,1,1,1,1
33862,1306,6,1,0,0,1,1,1,0
83987,904,7,1,0,1,0,0,1,0
6166,767,5,0,1,1,0,0,1,1
98757,734,6,1,1,0,0,1,1,1
1671,186,4,0,1,0,1,1,1,1
7291,927,3,0,0,1,1,0,1,0
5555,1027,4,0,1,0,0,1,1,1
66500,1006,4,0,1,0,1,0,1,1
3595,690,7,1,0,1,0,0,1,0
1644,261,6,0,0,1,1,0,1,1
6020,1216,1,1,1,1,0,0,1,0
649,1268,11,1,0,0,1,0,1,0
1483,1030,7,1,0,1,0,1,1,0
79790,518,12,1,1,1,0,1,1,1
495,343,3,1,0,0,1,0,1,0
61548,663,1,0,0,1,0,0,1,0
9451,1198,4,1,0,1,1,0,1,0
7826,97,3,0,0,1,0,1,1,0
3941,1116,7,1,1,0,0,1,1,0
1207,121,12,1,0,1,0,0,1,0
6164,285,7,1,0,1,1,1,1,0
996,1421,6,1,0,1,1,0,1,0
187,1456,12,0,1,1,0,0,1,1
6667,455,9,1,0,0,0,0,1,1
1655,1274,4,1,1,0,1,1,1,1
87032,821,6,0,1,0,1,1,1,1
812,571,3,1,0,1,1,1,1,1
6233,778,4,1,1,1,0,1,1,1
47009,766,4,0,1,0,0,0,1,1
7189,945,10,1,0,0,0,0,1,1
5837,1073,2,0,0,1,1,0,1,0
39659,1371,8,1,1,0,0,0,1,0
3889,519,11,0,1,0,0,1,1,1
2560,1274,4,1,1,1,0,1,1,0
6641,472,11,1,1,1,1,1,1,1
9224,1333,7,0,1,0,0,1,1,1
22153,31,8,1,1,0,0,0,1,0
4841,35,4,0,1,1,0,1,1,1
98821,434,6,1,1,0,0,0,1,0
2600,1012,9,0,1,0,1,1,1,1
57756,463,1,0,1,0,1,0,1,1
1153,502,5,1,1,0,0,0,1,0
8150,801,3,1,0,1,1,0,1,0
1641,1228,9,0,1,0,1,1,1,1
982,1143,9,1,0,0,0,1,1,1
6376,543,1,0,0,0,1,1,1,1
417,148,4,1,0,0,0,1,1,0
81071,718,6,1,1,1,0,1,1,0
7377,1114,8,1,0,1,1,0,1,0
8449,548,12,1,1,1,0,1,1,1
47521,1494,7,0,0,0,1,0,1,1
812,489,10,1,1,0,0,0,1,1
85665,1089,2,0,0,1,1,1,1,1
85132,1448,10,1,0,1,0,1,1,1
6817,505,8,0,1,0,0,0,1,1
22608,1288,11,0,1,1,0,0,1,1
992,876,5,0,0,0,1,0,1,1
2413,870,3,0,0,1,1,0,1,0
442,819,1,0,1,1,1,1,1,1
82486,1010,2,1,0,1,0,1,1,1
2199,551,3,0,1,0,0,1,1,1
1289,580,6,1,1,1,0,1,1,1
3732,875,3,0,1,0,1,0,1,1
7131,1255,1,1,0,0,1,0,1,0
9473,121,3,0,1,1,1,0,1,0
3706,313,9,1,1,0,0,0,1,1
2464,102,11,1,0,0,1,0,1,0
9998,804,3,1,1,0,1,1,1,1
4195,356,4,0,1,1,1,0,1,0
66135,1166,2,1,0,1,0,0,1,0
59421,339,10,1,0,0,0,1,1,1
242,211,9,1,0,1,0,1,1,1
99139,597,8,1,0,0,1,1,1,1
8590,549,2,0,1,0,1,0,1,1
6319,763,2,0,0,0,0,1,1,1
645,582,4,0,0,1,1,1,1,1
2115,1345,12,0,1,0,0,0,1,1
2836,225,9,1,1,1,1,1,1,1
212,1334,2,0,0,0,0,0,1,0
3536,547,3,0,1,1,0,0,1,0
10721,1167,10,1,1,0,0,0,1,1
13991,658,6,1,0,0,1,0,1,0
8478,271,10,1,1,1,1,1,1,1
94840,665,10,1,0,0,1,1,1,1
1985,533,9,0,1,0,0,1,1,1
216,1027,4,1,1,0,1,0,1,0
76388,580,9,1,1,1,1,1,1,1
6583,1414,8,1,1,1,0,0,1,0
8363,522,8,1,0,1,0,0,1,0
6324,62,4,1,0,0,1,0,1,0
5628,765,12,0,1,1,0,1,1,1
3405,921,6,1,1,1,0,1,1,0
412,1469,7,0,1,0,0,0,1,1
1487,476,8,0,0,0,1,1,1,1
753,1069,5,0,0,1,0,1,1,0
5442,529,7,0,1,1,1,0,1,0
2106,1302,10,1,0,0,1,0,1,0
78522,751,10,0,1,1,1,1,1,1
1391,144,1,0,0,0,0,0,1,1
45457,632,10,1,1,1,0,1,1,1
91926,87,10,1,1,1,0,1,1,1
51559,257,5,0,1,1,1,1,1,1
6278,1089,3,0,0,1,1,0,1,1
1876,255,8,0,0,1,0,1,1,0
29285,1274,1,1,0,1,0,1,1,0
56386,1467,11,0,1,1,0,1,1,1
13321,1227,11,1,0,0,0,1,1,1
9923,717,11,0,0,1,1,0,1,1
331,1087,8,1,1,1,1,1,1,1
851,99,6,0,0,0,0,0,1,0
910,537,4,1,0,1,0,0,1,0
317,277,2,0,0,0,0,0,1,0
868,74,12,0,0,0,1,0,1,1
7604,548,3,1,0,1,0,0,1,0
7486,1272,3,0,0,0,1,1,1,1
1372,644,9,1,0,1,0,0,1,0
67142,952,8,0,1,1,0,1,1,1
5191,1115,1,0,1,1,0,1,1,1
66139,896,12,1,1,1,0,0,1,0
1104,848,2,0,1,1,0,1,1,1
5476,1444,2,1,0,1,1,1,1,1
98798,776,7,0,0,0,1,0,1,1
1222,760,1,0,1,0,1,1,1,1
43933,1442,1,0,0,1,1,0,1,1
1247,95,10,1,1,1,0,1,1,0
847,473,3,1,0,0,1,0,1,0
9334,848,12,0,0,1,1,0,1,1
1339,880,9,1,1,0,1,1,1,1
8669,871,9,0,1,1,0,0,1,1
194,389,8,0,0,1,0,0,1,1
3777,845,11,0,1,0,1,1,1,1
65531,1439,8,1,1,0,0,0,1,1
3454,797,7,0,0,1,1,0,1,0
968,535,11,1,1,1,1,0,1,0
420,427,9,1,1,0,0,0,1,0
98806,602,2,0,0,1,0,1,1,1
2880,945,9,0,1,1,1,0,1,1
91881,637,6,0,0,0,1,1,1,1
486,1070,10,1,0,0,0,0,1,0
16434,1174,6,0,0,1,0,1,1,0
4142,359,10,1,1,0,0,0,1,1
84738,975,4,1,1,0,1,1,1,1
1790,1471,4,1,0,1,0,1,1,0
1084,68,6,1,0,1,1,1,1,0
187,367,2,0,0,1,0,1,1,0
32571,45,1,1,1,1,0,0,1,1
1521,1126,6,1,0,1,1,0,1,0
18723,1218,9,0,0,0,0,0,1,1
347,1130,4,1,0,1,1,1,1,0
5128,333,3,0,1,1,1,1,1,1
9958,1424,9,1,0,0,0,1,1,1
8760,1124,11,1,0,1,0,1,1,0
8910,1112,5,0,0,0,0,1,1,1
66130,396,4,1,1,1,1,0,1,0
23151,148,11,1,1,1,1,0,1,0
51248,141,8,0,0,1,0,1,1,1
345,1220,10,0,0,0,0,1,1,1
96073,441,12,1,0,1,0,1,1,1
1625,1283,12,1,1,1,0,0,1,0
7077,378,11,1,0,0,1,0,1,0
1143,901,9,0,0,0,0,0,1,1
77691,1122,4,0,1,0,0,0,1,1
1783,1244,9,0,1,1,0,1,1,1
71030,713,12,0,0,1,1,0,1,1
27124,1036,4,1,1,1,1,0,1,0
1108,710,2,0,1,1,0,1,1,1
6448,1463,6,1,0,0,1,1,1,0
8012,615,9,1,1,1,1,1,1,1
8449,859,2,0,1,1,1,0,1,0
342,495,4,0,0,1,1,0,1,0
81041,378,5,0,0,0,1,0,1,1
6152,1089,6,0,0,1,1,1,1,1
1561,117,2,0,1,0,0,1,1,1
9516,336,9,1,1,1,0,0,1,0
93196,189,8,1,0,0,1,0,1,0
65474,133,4,1,1,0,0,0,1,0
1378,1015,3,0,0,0,1,0,1,1
91195,533,11,1,0,0,1,1,1,1
7192,1240,7,0,0,1,1,1,1,1
1687,504,2,0,1,1,1,1,1,1
4614,1374,9,1,0,0,1,1,1,1
30149,530,7,0,1,0,1,1,1,1
96337,365,1,0,1,1,0,1,1,1
50941,759,4,0,0,1,0,1,1,1
39647,329,12,0,0,1,0,1,1,1
1053,678,5,0,1,0,1,1,1,1
8416,69,10,1,0,1,0,0,1,0
96221,393,6,0,1,0,1,1,1,1
1249,754,11,0,0,0,0,1,1,1
2557,181,4,1,0,0,0,0,1,0
1034,400,1,1,1,0,0,1,1,0
575,1260,12,1,1,1,1,0,1,0
7080,782,1,1,0,1,0,1,1,0
27944,1196,3,1,0,0,1,1,1,1
1487,301,8,0,1,0,1,0,1,1
937,376,5,0,1,0,1,1,1,1
1627,518,7,0,0,0,1,1,1,1
9176,1164,2,1,0,1,1,0,1,0
811,1393,6,0,0,0,0,1,1,1
1192,899,9,0,1,1,1,0,1,1
3487,203,4,0,0,1,1,0,1,0
1242,737,8,0,0,0,0,0,1,0
62541,241,11,1,0,0,1,0,1,1
26047,542,3,1,0,1,0,0,1,0
520,770,1,1,0,0,0,1,1,1
140,465,11,0,0,1,1,1,1,1
426,233,2,0,0,1,0,0,1,1
1305,1248,9,0,1,1,1,0,1,1
8381,442,4,1,0,0,0,0,1,0
1079,622,9,1,1,0,1,0,1,1
9807,1299,7,0,1,0,0,1,1,1
4352,610,6,1,0,1,1,0,1,0
887,236,12,1,1,1,1,0,1,1
7018,956,10,0,0,0,0,0,1,1
3926,1340,6,1,0,1,0,0,1,0
989,407,1,1,0,1,1,1,1,1
1686,1003,8,1,0,0,1,0,1,0
7698,370,5,0,1,1,1,1,1,1
49495,794,8,0,0,0,0,1,1,1
41153,475,7,1,1,1,1,0,1,0
1049,946,6,0,1,1,0,1,1,1
6753,509,10,0,1,1,0,0,1,1
1322,645,6,1,1,0,0,1,1,1
39049,854,10,1,1,1,1,0,1,0
7692,1147,10,0,1,0,0,1,1,1
30543,948,10,1,0,0,1,1,1,1
1394,1456,3,0,0,1,1,0,1,0
7424,178,9,1,0,1,0,0,1,0
938,123,8,1,1,0,0,0,1,0
92105,1319,12,1,0,1,1,0,1,1
42704,478,8,0,1,1,0,0,1,1
67635,949,5,0,0,1,0,0,1,0
488,1097,2,1,1,0,1,0,1,0
409,1274,1,1,1,1,1,1,1,0
25100,555,12,1,0,0,0,1,1,1
1233,452,6,0,0,0,1,0,1,1
16053,1216,8,1,0,0,0,1,1,0
82803,555,9,0,0,0,1,1,1,1
1877,571,5,1,1,1,1,0,1,0
1832,87,1,1,0,1,1,1,1,1
65209,329,6,1,0,1,1,0,1,0
1836,1009,8,1,0,0,1,0,1,1
1013,1492,4,1,1,1,1,0,1,0
2820,651,4,1,0,1,1,0,1,0
971,1377,6,1,1,1,0,1,1,1
62967,15,8,1,0,0,0,0,1,1
741,123,9,0,1,0,0,1,1,1
8200,1077,3,1,1,0,1,1,1,1
90773,717,9,0,0,0,1,1,1,1
54127,1284,9,1,1,0,0,0,1,1
307,4,1,1,0,0,1,0,1,0
452,34,7,1,0,1,0,1,1,0
7767,1257,11,0,1,1,1,0,1,1
1955,661,6,0,1,0,0,0,1,1
700,619,3,1,0,1,0,0,1,0
19809,1093,11,0,0,0,0,1,1,1
1744,88,6,1,0,0,1,1,1,1
8932,1278,5,0,0,1,0,0,1,0
8958,1124,11,1,1,1,0,1,1,1
50435,1140,12,0,1,0,1,1,1,1
7427,11,6,0,0,0,1,1,1,1
97507,167,10,1,0,0,1,1,1,1
28143,813,12,1,1,1,1,1,1,1
129,691,5,0,0,1,1,0,1,0
97265,544,1,0,1,0,0,0,1,1
8032,44,12,1,1,1,1,0,1,1
33611,1278,4,0,0,1,1,1,1,1
61934,1240,11,1,0,1,0,0,1,0
1764,1184,5,1,1,0,1,0,1,0
87760,81,4,1,1,0,1,1,1,1
1175,461,2,1,0,0,1,0,1,0
9019,603,6,0,0,1,1,1,1,1
1784,550,4,1,0,0,0,0,1,0
99230,1348,9,1,1,1,1,0,1,1
653,102,2,0,0,1,0,0,1,1
1029,1054,4,0,1,0,1,0,1,1
16798,701,2,1,1,0,0,0,1,1
1949,147,12,1,0,0,0,1,1,1
522,1038,3,1,1,0,1,1,1,1
1671,326,9,1,1,0,0,0,1,0
3835,1372,9,0,1,0,0,0,1,1
35717,278,9,0,0,1,0,0,1,1
78013,1118,1,0,0,1,0,0,1,1
11549,921,4,1,0,1,0,1,1,0
533,1438,1,0,0,1,1,1,1,1
268,476,12,0,1,0,0,1,1,1
554,747,2,0,1,0,0,0,1,1
1754,1357,8,1,0,0,1,0,1,1
1184,606,7,0,0,0,1,0,1,1
18557,359,6,0,1,0,1,1,1,1
20549,713,1,1,0,0,1,1,1,0
81331,834,3,1,0,1,1,1,1,0
6765,620,3,0,0,1,1,0,1,1
40983,614,3,1,1,1,1,1,1,1
3874,798,10,1,0,0,1,0,1,1
161,355,1,1,0,1,1,0,1,0
5194,1236,10,1,0,1,0,0,1,0
411,865,12,0,0,1,1,1,1,1
493,1229,5,0,0,1,0,0,1,0
835,284,11,0,1,1,0,0,1,1
3407,625,5,0,0,0,0,0,1,0
4405,121,10,1,0,1,0,1,1,0
21807,895,3,0,1,0,1,0,1,1
1620,1126,12,0,1,0,0,0,1,1
392,544,11,0,0,0,0,0,1,1
9154,1282,2,1,1,1,0,0,1,0
1883,695,7,0,1,1,0,1,1,1
68435,1491,10,1,1,1,1,0,1,1
2424,1367,3,0,0,0,1,0,1,1
12728,940,5,0,0,0,0,0,1,0
714,1449,8,1,0,1,1,1,1,0
1929,22,12,1,1,0,1,1,1,1
4615,810,5,0,1,1,0,1,1,1
326,1291,4,0,0,0,1,1,1,1
406,1415,8,0,0,1,1,0,1,0
23070,373,4,0,0,1,0,0,1,0
628,680,4,0,0,1,1,1,1,1
99717,1484,11,1,1,0,1,1,1,1
779,1089,4,0,1,0,1,1,1,1
84950,211,8,1,0,1,0,1,1,0
7824,908,1,1,0,0,0,1,1,0
18550,57,9,1,0,0,0,1,1,1
42396,1485,12,1,0,1,1,0,1,0
629,582,4,0,0,0,0,0,1,0
20463,404,3,0,1,0,1,1,1,1
56574,940,9,1,0,1,1,0,1,0
1613,1441,9,1,0,0,1,1,1,1
6026,1459,3,1,1,0,1,1,1,1
93661,1310,11,0,0,0,0,1,1,1
72135,888,6,1,1,0,1,0,1,1
5853,1463,5,1,1,0,0,0,1,0
3566,328,2,1,0,1,1,1,1,0
843,308,6,0,0,1,0,0,1,0
1296,395,8,1,1,0,1,0,1,0
657,967,6,1,1,0,0,0,1,1
1880,474,4,0,1,0,0,1,1,1
5390,290,5,1,1,1,0,1,1,0
91275,850,9,0,1,1,0,1,1,1
70885,514,2,0,1,0,0,0,1,1
55236,1258,9,0,0,0,0,0,1,1
1216,783,3,0,0,0,0,0,1,0
3274,767,12,0,1,0,1,1,1,1
35337,1465,7,1,0,0,1,1,1,0
4386,1023,1,1,0,1,1,0,1,0
1972,61,10,1,1,0,1,1,1,1
1764,129,7,0,1,0,1,0,1,1
1801,364,12,0,1,1,0,1,1,1
715,303,5,1,1,1,0,1,1,1
78363,477,11,0,1,1,0,0,1,1
3968,903,4,0,0,0,0,1,1,1
449,128,5,0,1,1,1,0,1,1
550,429,11,0,1,0,0,0,1,1
1436,909,10,0,0,0,0,0,1,1
887,743,3,1,0,0,1,0,1,0
1175,1087,5,1,0,0,0,0,1,0
1964,1137,4,0,1,0,0,0,1,1
18468,648,5,0,0,0,1,0,1,1
32830,499,6,0,1,1,0,1,1,1
77754,1067,8,1,1,0,1,0,1,1
625,777,1,1,0,1,1,0,1,0
1491,1432,9,1,1,1,1,0,1,0
283,859,9,1,0,1,1,1,1,0
61345,19,9,0,1,1,0,1,1,1
1801,596,4,1,0,0,0,1,1,0
29435,968,11,1,1,0,0,0,1,0
57519,1053,12,0,0,1,0,0,1,1
5070,114,3,0,0,1,0,0,1,0
908,1278,7,1,0,1,0,0,1,0
4967,894,7,1,0,1,0,0,1,0
5865,531,3,0,1,0,1,0,1,1
287,984,8,0,1,1,1,1,1,1
6276,717,7,1,1,1,0,0,1,0
62293,961,6,0,1,1,1,1,1,1
8137,1146,12,0,1,0,0,1,1,1
27257,1048,6,0,1,1,1,0,1,0
1204,684,7,0,0,0,0,0,1,0
2390,238,11,1,0,0,0,0,1,0
493,509,1,1,0,0,0,0,1,0
913,391,11,1,0,1,0,1,1,1
45816,137,2,0,0,1,0,0,1,0
355,1371,4,1,1,0,0,1,1,0
5800,1478,9,0,1,1,0,0,1,1
1922,526,5,1,0,1,0,0,1,0
1136,1482,3,0,0,0,0,0,1,0
863,883,8,0,0,0,1,0,1,1
6783,1497,3,1,1,0,1,0,1,0
1162,161,8,1,0,1,0,0,1,0
14472,1045,11,1,1,1,1,0,1,1
205,769,1,1,1,0,0,1,1,1
86554,22,2,1,1,0,1,0,1,1
9390,222,11,0,0,1,1,1,1,1
28634,171,12,1,1,0,0,0,1,0
33414,741,4,1,0,0,1,1,1,1
1967,6,10,0,1,0,0,0,1,1
47353,181,10,0,1,0,1,0,1,1
4823,949,8,0,0,1,1,1,1,1
948,807,6,1,0,0,0,0,1,0
422,725,5,0,1,1,1,1,1,1
8172,78,7,0,0,1,1,1,1,1
50553,264,6,0,1,1,1,1,1,1
223,270,10,1,0,1,1,0,1,1
52270,681,11,1,0,1,1,1,1,1
1146,1490,8,1,0,1,0,1,1,0
1848,1299,10,0,1,1,0,0,1,1
48115,1280,1,0,0,0,0,0,1,1
118,236,4,1,0,1,0,1,1,0
9159,15,8,1,0,0,1,0,1,1
2793,1107,8,1,0,1,0,0,1,0
9316,1418,6,0,1,0,0,0,1,1
23076,1389,10,0,1,1,1,0,1,1
678,1278,1,1,0,0,1,0,1,0
609,1445,7,0,0,1,0,1,1,1
990,924,7,1,0,0,0,0,1,0
6763,533,4,0,0,1,1,1,1,1
5145,567,11,1,1,0,1,1,1,1
1752,677,11,0,0,0,1,0,1,1
2436,1079,6,0,0,1,0,0,1,0
1985,1056,7,0,1,0,1,1,1,1
40876,321,11,0,0,1,0,0,1,1
8943,952,1,1,1,0,0,0,1,0
2941,773,10,0,0,1,1,1,1,1
52524,404,2,1,1,1,1,1,1,1
204,278,1,0,1,0,1,0,1,1
79604,1302,9,0,1,0,0,1,1,1
5424,1325,11,0,0,0,1,0,1,1
21454,769,11,0,0,0,1,0,1,1
37452,1273,10,0,1,0,1,0,1,1
8918,76,12,0,1,0,1,1,1,1
7931,448,4,0,1,0,1,1,1,1
15239,783,4,0,1,1,0,0,1,0
9894,588,2,1,0,1,1,0,1,0
2477,913,7,0,1,1,1,0,1,0
9761,1420,1,0,1,0,0,1,1,1
65163,186,12,1,1,0,0,1,1,1
105,744,1,1,1,0,1,1,1,1
878,485,5,0,0,1,0,1,1,0
4873,992,4,1,0,0,0,0,1,0
6017,936,5,0,1,0,0,0,1,1
5455,756,7,1,1,0,1,1,1,1
88699,1302,4,0,0,1,1,1,1,1
4413,1457,11,1,1,1,0,1,1,0
160,898,4,1,0,1,1,1,1,0
81750,419,3,0,1,1,0,0,1,1
3483,30,1,0,0,1,0,1,1,1
9757,954,7,1,0,0,0,0,1,0
577,440,11,1,1,0,1,0,1,1
2784,245,11,0,1,1,0,0,1,1
202,360,12,1,0,0,0,1,1,1
4575,1266,11,1,1,0,1,0,1,1
81190,497,4,0,0,0,1,0,1,1
4626,1072,12,1,0,0,0,0,1,1
50390,939,4,0,0,1,1,1,1,1
4075,648,3,1,0,0,1,0,1,0
50148,803,6,1,1,1,1,1,1,1
3439,1116,3,1,1,1,1,0,1,0
204,137,3,0,1,1,0,1,1,1
6061,118,2,1,0,1,0,0,1,0
1684,182,8,0,0,0,1,0,1,1
3701,888,4,0,1,1,0,1,1,1
8926,1381,12,1,1,0,0,0,1,1
16285,767,8,1,0,0,1,0,1,1
1228,991,3,0,1,0,1,1,1,1
7421,314,12,0,0,0,1,1,1,1
1040,675,10,1,1,0,0,1,1,1
38426,1460,9,0,0,0,0,0,1,1
27619,449,9,1,1,1,0,0,1,0
2425,1100,12,1,1,0,1,1,1,1
1802,543,8,1,1,0,0,1,1,1
33539,127,11,1,0,0,0,0,1,0
8503,1408,1,1,0,0,0,1,1,0
